zip,propertyAction,actualAmountPaid,numberOfFinalProperties,costSharePercentage,projectAmount,benefitCostRatio,netValueBenefits
38720,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38847,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39192,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38841,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38826,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38879,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38841,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38601,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39079,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38848,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39170,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39666,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39040,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39170,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39044,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39422,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39327,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39083,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39776,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39574,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38627,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39039,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38683,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39746,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38601,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39208,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39476,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38610,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39428,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39117,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39503,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
3892,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38833,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39145,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38954,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39041,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39042,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38868,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38834,Safe Room/Wind Shelter,3150.0,8043,1.0,20069278.0,0.0,0.0
38821,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38665,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39337,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39443,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38949,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39479,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39209,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38683,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39119,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39744,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39402,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38860,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38627,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38632,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38658,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39194,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
38677,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39439,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38674,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38851,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39338,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39116,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39750,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39429,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39059,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38843,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38860,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38851,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38849,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38614,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39481,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39074,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39750,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39110,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39038,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39145,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
3880,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38953,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39337,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39114,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39325,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38946,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38838,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39153,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39272,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
38851,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38921,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39470,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38625,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,384.0,8043,1.0,20069278.0,0.0,0.0
39703,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38623,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39474,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38655,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39423,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39513,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38645,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38642,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39776,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39732,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39039,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39338,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39059,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38826,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39117,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38626,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39756,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39355,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38737,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38668,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38761,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39354,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38601,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39117,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39756,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39051,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38951,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38940,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39339,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39571,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38603,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38878,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39149,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39153,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38804,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39773,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39759,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39301,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39631,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39756,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38834,Safe Room/Wind Shelter,2745.0,8043,1.0,20069278.0,0.0,0.0
38949,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38874,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39328,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39320,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39480,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39170,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39470,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39367,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38619,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39438,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39358,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38659,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38834,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39356,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38655,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38642,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38922,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38856,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39337,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38808,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39194,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38606,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39117,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39094,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39325,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39475,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39073,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38726,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38868,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39325,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38952,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38623,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39154,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38670,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38676,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39451,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38695,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38851,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39439,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
33915,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39160,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39301,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38611,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38820,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39664,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38868,Safe Room/Wind Shelter,3878.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3484.0,8043,1.0,20069278.0,0.0,0.0
38871,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39096,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38843,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38683,Safe Room/Wind Shelter,3500.0,8043,1.0,20069278.0,0.0,0.0
38849,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38625,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39056,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39073,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38629,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38801,Safe Room/Wind Shelter,38484.0,8043,1.0,20069278.0,0.0,0.0
38846,Safe Room/Wind Shelter,3488.0,8043,1.0,20069278.0,0.0,0.0
38847,Safe Room/Wind Shelter,3847.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38610,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39701,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39332,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38645,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38821,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39044,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38865,Safe Room/Wind Shelter,2775.0,8043,1.0,20069278.0,0.0,0.0
39336,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39466,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38948,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38673,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38918,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39071,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38913,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39157,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39483,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39180,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39168,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39740,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38914,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38916,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39152,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38841,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38855,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39040,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38629,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39272,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38659,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39927,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38858,Safe Room/Wind Shelter,8483.0,8043,1.0,20069278.0,0.0,0.0
38654,Safe Room/Wind Shelter,3878.0,8043,1.0,20069278.0,0.0,0.0
39211,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38878,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39735,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38858,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38901,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39750,Safe Room/Wind Shelter,3878.0,8043,1.0,20069278.0,0.0,0.0
39170,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38767,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39476,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39092,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39338,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
3966,Safe Room/Wind Shelter,2982.0,8043,1.0,20069278.0,0.0,0.0
38834,Safe Room/Wind Shelter,2700.0,8043,1.0,20069278.0,0.0,0.0
38917,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39756,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38920,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38873,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39355,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39038,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38663,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38659,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38870,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38601,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39425,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39740,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38635,Safe Room/Wind Shelter,3884.0,8043,1.0,20069278.0,0.0,0.0
39750,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38666,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38622,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38862,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39428,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38699,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39735,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38606,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39326,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39218,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38833,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39345,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39330,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38629,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39667,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38601,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38965,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38824,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39928,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39365,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38940,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38671,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39272,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38683,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38843,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38617,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39750,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39092,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39213,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39479,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38621,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39730,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39044,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38843,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38828,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39730,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38683,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38848,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39348,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38847,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39095,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38921,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38825,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38846,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38732,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39759,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38652,Safe Room/Wind Shelter,3878.0,8043,1.0,20069278.0,0.0,0.0
39762,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38856,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39776,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39160,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39350,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38863,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
38850,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
39365,Safe Room/Wind Shelter,3848.0,8043,1.0,20069278.0,0.0,0.0
